Dutch Word,English Word,Frequency
tara,Tara,3383
schreeuw,shout,3383
koninklijke,royal,3382
lage,low,3382
liepen,walked,3381
bewerkt,edited,3380
concentreer,concentrate,3376
zaal,room,3375
jarig,birthday,3375
grapjes,jokes,3374
piano,piano,3374
finn,Finn,3374
ontwikkeld,developed,3374
ronnie,Ronnie,3373
l.a.,la.,3372
kou,cold,3372
vaardigheden,skills,3372
gestraft,punished,3370
omdraaien,turn around,3369
besmet,contaminated,3369
spoedig,rapidly,3368
beurs,scholarship,3368
schietpartij,shooting,3368
opblazen,to blow up,3367
up,up,3367
vergiftigd,poisoned,3366
leerling,pupil,3366
algemeen,generally,3364
zonen,sons,3364
ongemakkelijk,uncomfortable,3362
indien,if,3361
prooi,prey,3361
bevindt,in,3359
aankomt,arrives,3359
uitgang,Exit,3358
jongedame,young lady,3356
goedkope,cheap,3356
bewaking,monitoring,3353
franklin,Franklin,3352
by,by,3350
huil,cry,3347
kurt,curt,3347
lauren,Lauren,3346
barney,Barney,3346
klimmen,to climb,3345
Kasım,Kasım,3344
uitkomt,comes out,3343
spelers,players,3343
bijt,bite,3342
schreeuwde,screaming,3342
professionele,professional,3342
bestanden,files,3341
joan,Joan,3338
voordeur,front door,3338
slaven,slave,3336
dana,Dana,3335
regelmatig,regularly,3335
mysterieuze,mysterious,3334
doorgeven,pass along,3334
modder,mud,3334
ned,Ned,3329
kroon,Crown,3329
maffia,mafia,3328
functie,function,3328
verward,confused,3328
veranderingen,changes,3328
sectie,section,3327
vreugde,joy,3327
serieuze,serious,3324
nuchter,sober,3323
typisch,typical,3322
rechtszaal,courtroom,3321
overdreven,overdone,3320
beu,sick of,3318
buitenaardse,alien,3316
vergelijken,to compare,3315
gabriel,Gabriel,3314
nagels,nails,3313
neal,Neal,3313
melissa,Melissa,3312
mel,mel,3312
louise,Louise,3312
telefoonnummer,telephone number,3311
snij,cut,3310
rory,Rory,3309
droomde,dream,3309
zeep,soap,3309
accent,accent,3308
gefaald,failed,3308
drieën,three,3307
werknemers,employees,3306
krachtig,powerful,3305
cliënten,clients,3304
geneukt,fucked,3300
bronnen,sources,3298
zelden,seldom,3298
falen,to fail,3297
congres,Congress,3297
verlof,leave of absence,3295
stefan,Stefan,3295
secretaresse,secretary,3295
schouders,shoulders,3294
that,That,3294
christopher,Christopher,3293
afleiding,distraction,3293
schakelen,switch,3292
gestoorde,disturbed,3291
jungle,jungle,3290
juwelen,jewellery,3286
felix,Felix,3286
riem,Belt,3286
geleefd,lived,3284
oproepen,to call to action,3282
schoen,shoe,3282
colin,Colin,3282
opgevallen,noticed,3282
phoebe,Phoebe,3281
herhalen,to repeat,3280
relax,relaxed,3280
exact,exactly,3279
enge,scary,3278
caesar,Caesar,3278
alison,Alison,3277
avenue,avenue,3277
troost,consolation,3277
aangeklaagd,sued,3276
shaw,shaw,3274
verre,far -reaching,3273
hakken,Heels,3268
gewapende,armed,3268
oktober,October,3265
uniek,unique,3263
professioneel,professional,3262
recente,recent,3261
duw,push,3257
cocaïne,cocaine,3257
opsporen,track down,3256
lek,leak,3256
ralph,Ralph,3253
cellen,cell,3252
teams,teams,3251
allemachtig,good Lord,3251
kenden,know,3251
voetbal,football,3250
achternaam,last name,3250
levenslang,lifetime,3249
defensie,defence,3248
bond,union,3248
turner,gymnast,3248
curtis,Curtis,3248
earl,earl,3245
afghanistan,Afghanistan,3243
opent,opens,3242
parkeerplaats,parking spot,3239
grazen,graze,3238
ambassade,embassy,3238
verdragen,treaties,3236
simpson,Simpson,3236
bloem,flower,3235
vrijwillig,voluntarily,3234
geobsedeerd,obsessed,3233
pierce,pierce,3226
pleegde,committed,3226
bloedt,bleeding,3225
lets,litry,3224
regelt,arranges,3224
aanvaard,accepted,3224
kalmeren,to calm down,3222
hersteld,recovered,3222
veronica,veronica,3221
tijger,Tiger,3221
monsieur,monsieur,3220
overeind,upright,3220
karl,Karl,3219
klop,pat,3218
wenst,wish,3218
brooke,brooke,3218
stille,quiet,3217
spaans,Spanish,3213
terugkwam,returned,3212
pet,cap,3212
bud,buddy,3212
kleintje,Shorty,3210
kwartier,quarter,3210
amerikaans,American,3209
rita,Rita,3206
doorgaat,continues,3204
verblijf,residence,3204
script,script,3202
sandra,sandra,3201
chase,chase,3201
innemen,to take,3200
tekort,shortage,3200
ritje,ride,3199
porno,porn,3199
vrouwtje,female,3199
tof,cool,3198
streng,strict,3196
grootmoeder,grandmother,3196
britten,British,3195
clown,clown,3195
loyaliteit,loyalty,3193
ln,ln,3193
zweet,sweat,3192
cultuur,culture,3192
tiener,teenager,3191
wijf,female,3189
doorstaan,to endure,3189
gina,gina,3189
tracy,tracy,3184
drijven,to conduct,3182
plots,suddenly,3181
verhouding,ratio,3181
geladen,charged,3179
totale,total,3179
fransen,French,3178
respecteren,to respect,3177
doorzocht,searched,3177
beledigd,insulted,3175
gebeten,bitten,3175
verstop,hidden,3175
coördinaten,coordinates,3174
complete,complete,3173
beleid,policy,3172
detail,detail,3172
wallace,wallace,3171
apparatuur,equipment,3171
achterhalen,track down,3168
voortdurend,continual,3168
scholen,schools,3167
traceren,trace,3165
praktijk,practice,3165
bewijsmateriaal,evidence,3164
smeris,score,3164
seksueel,sexual,3164
klappen,clap,3163
keken,looked,3162
verstaan,understand,3161
troon,throne,3161
elkaars,each other's,3161
verrassen,to surprise,3160
bedank,thank,3160
kwijtgeraakt,lost,3160
warren,boot,3158
liefst,sweetest,3158
for,for,3157
se,sequence,3157
bevolking,population,3156
verbeteren,improve,3155
trauma,trauma,3154
elektrische,electric,3152
cowboy,cowboy,3152
engelen,angel,3151
stuart,stuart,3150
bitch,Bitch,3149
salaris,salary,3148
voortaan,from now on,3146
bruin,brown,3146
emotionele,emotional,3146
blank,White,3144
lamp,lamp,3143
district,district,3142
vermoorde,murdered,3140
arrest,judgment,3139
bishop,bishop,3136
elliot,elliot,3135
stoer,cool,3133
verklaar,explain,3133
banen,job,3132
lente,spring,3132
palmer,palmer,3131
geniaal,genial,3131
beëindigen,to end,3131
achteraan,at the back,3131
dekken,cover,3130
lake,lake,3128
onbeleefd,impolite,3128
bestand,file,3126
machines,machines,3126
radar,radar,3125
anderson,Anderson,3124
extreem,extreme,3124
ingebroken,broke into,3122
militair,military,3122
gebruikten,used,3122
morgens,in the morning,3122
getuigenis,testimony,3119
bod,bidding,3119
gebakken,fried,3116
stapel,pile,3115
jen,jen,3113
misselijk,nauseous,3113
front,front,3112
bingo,bingo,3112
wolven,wolves,3112
plaat,plate,3111
rob,Rob,3111
paus,Pope,3111
overdag,during the day,3110
sandy,Sandy,3109
beschuldigen,to blame,3108
lex,lex,3108
getest,tested,3103
treffen,find,3102
succesvol,successful,3102
opening,opening,3098
terrorist,terrorist,3098
dale,Dale,3097
heksen,witch,3096
politiebureau,police station,3095
beroven,to rob,3094
schaal,Scale,3091
reageerde,responded,3089
ontsnapte,escaped,3086
verschijnen,to appear,3086
janet,Janet,3085
maart,March,3083
nicky,Nicky,3081
insecten,insect,3080
schok,shock,3078
zeldzaam,rare,3077
sydney,Sydney,3077
ford,Ford,3076
seattle,Seattle,3075
kritiek,criticism,3074
smeken,to beg,3073
put,well,3073
superman,superman,3070
ontbreekt,is missing,3070
vietnam,Vietnam,3068
bijeen,together,3068
besparen,to spare,3067
naaien,sew,3063
offer,quotation,3063
mia,Mia,3063
naomi,Naomi,3061
autopsie,autopsy,3061
manny,manny,3058
zowat,just about,3058
sebastian,Sebastian,3058
eve,Eve,3057
verse,fresh,3057
zwaartekracht,gravity,3056
vanwaar,from what,3055
stevie,stevie,3055
helm,helmet,3053
jill,Jill,3052
gesneden,cut,3051
sue,Sue,3051
regent,is raining,3051
verhoor,interrogation,3048
riskant,risky,3047
dieven,thieves,3046
leerlingen,pupils,3045
natalie,Natalie,3044
inzetten,Bet,3043
opstand,revolt,3043
schild,shield,3043
sukkels,losers,3043
zinloos,meaningless,3041
versta,understand,3040
mannelijke,male,3039
verkiezingen,elections,3038
fysiek,physically,3038
paradijs,paradise,3037
actrice,actress,3037
jager,Hunter,3037
leiders,leaders,3036
katherine,katherine,3035
staf,staff,3035
aanklagen,to sue,3034
toezicht,supervision,3034
geluisterd,listened,3033
lichte,light,3033
activiteiten,activities,3032
nutteloos,useless,3031
apen,monkeys,3030
moskou,Moscow,3030
sokken,sock,3029
opgezet,set,3028
bailey,Bailey,3028
onzichtbaar,invisible,3027
echo,echo,3026
wonderen,miracles,3026
luid,loud,3022
straling,radiation,3022
jenna,Jenna,3018
beseffen,to realize,3018
nichtje,niece,3017
boeien,fascinate,3017
behoort,belongs,3017
charmant,charming,3017
planeten,planets,3015
daag,bye,3014
verslaafd,addicted,3013
voorkeur,preference,3011
genaaid,sewn,3010
vredesnaam,peace,3009
kwade,evil,3008
brandon,Brandon,3008
noodzakelijk,necessary,3008
vic,vic,3007
gebeden,pray,3005
tovenaar,wizard,3004
prijzen,Prices,3003
gemene,unemployed,3003
le,le,3003
ontwikkelen,develop,3002
boyd,boyd,3000
ademt,breathe,3000
stapte,stepped,2999
technische,technical,2999
dawson,Dawson,2995
praktisch,practically,2994
circus,circus,2992
ongeval,accident,2991
teruggeven,return,2991
protocol,protocol,2990
schut,fantastic,2989
biologische,biological,2988
duidelijkheid,clarity,2988
rondje,round,2985
checken,check,2984
ai,ai,2983
doordat,because,2981
blair,blair,2979
bruine,brown,2979
klaarmaken,prepare,2979
leed,sorrow,2973
marge,margin,2970
schijn,appearance,2970
brooklyn,Brooklyn,2970
infectie,infection,2969
zack,zack,2969
dagelijks,daily,2969
voert,feeds,2968
mislukt,failed,2968
duits,German,2968
stapt,steps,2968
daarnet,just like that,2964
bedekt,covered,2964
becky,Becky,2963
opwindend,exciting,2963
zogenaamde,so-called,2963
baker,baker,2963
ogenblikje,just a moment,2962
amber,amber,2962
autoriteiten,authorities,2962
medicatie,medication,2961
ontploft,explodes,2961
contacten,contacts,2960
operaties,operations,2959
manhattan,Manhattan,2958
raketten,missiles,2958
prioriteit,priority,2957
special,special,2956
intelligent,intelligent,2954
lawrence,Lawrence,2953
therapeut,therapist,2953
huilt,cries,2952
koper,buyer,2952
vervloekt,accursed,2950
tegenstander,opponent,2950
au,au,2950
satelliet,satellite,2950
afnemen,to decrease,2949
uitleg,explanation,2949
kofferbak,trunk,2949
fascinerend,fascinating,2948
grand,grand,2947
service,service,2945
schuilplaats,hideout,2945
schilderen,Paint,2943
mekaar,eachother,2942
boekje,booklet,2941
hope,hop,2939
kruipen,crawl,2937
tempo,pace,2937
depressief,depressed,2935
huisje,house,2935
cameron,cameron,2935
shock,shock,2932
joodse,Jewish,2930
afgeleid,derived,2929
product,product,2929
passagiers,passengers,2928
aanpassen,To adjust,2926
paranoïde,paranoid,2925
uitmaakt,Makes,2925
ongetwijfeld,doubtless,2924
aankwam,arrived,2922
overlevenden,survivors,2922
bestemming,destination,2922
gewelddadig,violent,2920
winkelcentrum,mall,2919
doyle,Doyle,2919
sparen,save,2919
spreuk,spell,2919
papierwerk,paperwork,2918
burke,Burke,2918
tandarts,dentist,2915
analyse,analysis,2915
menigte,crowd,2913
baard,beard,2911
oppas,babysit,2911
goeiemorgen,Good morning,2910
ceremonie,ceremony,2909
omgekomen,died,2909
bakken,baking,2908
kennedy,Kennedy,2908
officieren,officers,2907
verknald,upset,2907
vrijwel,virtually,2907
hanna,Hanna,2905
vergif,poison,2901
mariniers,Marines,2900
scan,scan,2899
tenen,toes,2898
tegelijkertijd,at the same time,2898
gene,gene,2897
beschrijven,to describe,2897
daphne,daphne,2897
beach,Beach,2897
shawn,Shawn,2895
east,East,2895
eenzame,lonely,2893
chips,potato chips,2892
grootte,size,2889
freddy,Freddy,2889
verrot,rotten,2888
gezonde,healthy,2888
luxe,luxury,2884
pijp,pipe,2884
caleb,Caleb,2883
duncan,Duncan,2882
afgenomen,decreased,2882
nikki,Nikki,2881
huilde,crying,2880
vampiers,vampires,2878
speelden,played,2877
am,am,2875
bekijkt,view,2873
veertig,forty,2872
terugkeer,return,2872
oprecht,sincere,2871
maten,sizes,2871
gelegen,convenient,2871
verzekeren,to ensure,2870
vergunning,permit,2870
geschorst,suspended,2870
werelden,worlds,2870
geleend,borrowed,2869
alvast,already,2869
pil,pill,2869
beschermde,protected,2868
oppassen,to watch out,2868
egoïstisch,selfish,2866
serena,Serena,2866
uitnodigen,to invite,2865
nucleaire,nuclear,2863
verklaard,explained,2862
winston,Winston,2862
ofzo,or so,2862
minuutje,minute,2861
uitstappen,to get off,2861
your,Your,2860
dadelijk,immediately,2860
noord,north,2857
vastgebonden,tied,2857
graham,graham,2857
woody,Woody,2856
italiaanse,Italian,2856
eikels,acorns,2855
hunter,Hunter,2855
gijzelaars,hostage,2855
mazzel,luck,2855
blinde,blind,2854
lost,unloading,2852
lijkschouwer,coroner,2852
naald,needle,2849
vreemden,strangers,2848
koeien,cows,2847
pan,pan,2846
heilig,holy,2845
sterkste,strongest,2845
leon,leon,2845
lukte,succeeded,2844
wachtwoord,password,2844
wyatt,wyatt,2844
patty,patty,2844
instinct,instinct,2843
harrison,Harrison,2843
beperkt,limited,2842
hamer,hammer,2842
bewaken,to guard,2842
slaag,cad,2839
adams,Adams,2839
leeuw,lion,2838
wisselen,to switch,2838
metaal,metal,2837
creditcard,credit card,2837
jarenlang,years,2837
troy,Troy,2835
staal,steel,2834
chemische,chemical,2833
x,X,2833
zeuren,to moan,2833
sector,sector,2832
vreemds,strange,2832
rondlopen,walk around,2832
rosie,rosie,2831
gênant,embarrassing,2830
acties,actions,2829
tuig,rig,2829
genoten,enjoyed,2829
toast,toast,2826
getroffen,affected,2826
zach,zach,2824
herinnerde,remembered,2824
reeds,already,2824
tegenstelling,contrast,2823
gekken,fool,2823
transport,transport,2823
communiceren,to communicate,2822
koppig,stubbornly,2822
benny,Benny,2821
clyde,Clyde,2821
deken,blanket,2820
doelen,goals,2820
hobby,hobby,2819
lening,loan,2819
schei,crack,2818
vroege,early,2817
rebellen,rebel,2817
natie,nation,2816
figuur,figure,2815
nakijken,check,2815
buck,buck,2815
redding,rescue,2815
kirk,kirk,2815
alhoewel,although,2814
verbazingwekkend,astonishing,2813
kira,Kira,2813
beschouw,conscious,2813
bell,Bell,2812
atmosfeer,atmosphere,2811
lachte,laughs,2810
id,idle,2810
twijfelen,doubt,2809
examen,exam,2809
aantrekken,attract,2807
jagers,hunters,2806
kalkoen,Turkey,2805
huwelijksreis,honeymoon,2804
elektriciteit,electricity,2804
marco,Marco,2802
steeg,alley,2801
wodka,vodka,2801
warmte,heat,2801
verdere,further,2800
kwaliteit,quality,2799
uitstekende,excellent,2799
be,be,2798
rotsen,rock,2797
watson,Watson,2797
tragedie,tragedy,2796
haley,Haley,2795
doorgebracht,spent,2794
pat,pat,2791
politieman,police officer,2787
simply,simply,2787
koppel,couple,2786
tumor,tumor,2785
appel,Apple,2783
Oca,OCA,2783
christine,Christine,2783
treden,step,2780
wolken,clouds,2778
donald,Donald,2777
gevlucht,escaped,2777
stam,tribe,2777
straal,Ray,2777
liedjes,songs,2776
dwong,forage,2775
poten,legs,2773
afvragen,questioning,2773
uitgevonden,invented,2773
gitaar,guitar,2771
verzin,might,2771
terugbellen,call back,2771
kletsen,to chatter,2770
Aralık,Aralık,2769
uitzondering,exception,2768
plaatselijke,local,2767
trui,sweater,2764
organiseren,organize,2764
compliment,compliment,2764
minnaar,lover,2763
enterprise,enterprise,2755
kudde,herd,2753
hierna,after this,2753
neuk,fuck,2752
nora,nora,2752
adviseur,counselor,2752
em,em,2751
opgehaald,fetched,2750
zesde,sixth,2750
aankan,can,2747
muis,mouse,2747
lieveling,Darling,2743
respecteer,respect,2743
spieren,muscles,2743
haak,hook,2742
aangetrokken,attracted,2742
violet,violet,2741
world,world,2739
wijsheid,wisdom,2738
herstel,repair,2738
nachtmerries,nightmares,2738
connectie,connection,2737
cam,cam,2737
gehoopt,hoped,2735
ticket,ticket,2734
eenvoudige,simple,2734
blanken,whites,2732
harten,heart,2730
verzorgen,to nurse,2730
gedicht,poem,2729
inzien,see,2727
freddie,Freddie,2727
kap,hood,2726
knal,pop,2726
intussen,Meanwhile,2726
kleinzoon,grandson,2725
verzetten,to postpone,2724
jaagt,hunts,2723
grey,grey,2723
eis,requirement,2723
buitenland,abroad,2721
ongeacht,regardless of,2720
g,g,2720
krijt,chalk,2720
oven,oven,2720
gps,GPS,2720
januari,January,2719
benjamin,Benjamin,2719
roos,rose,2719
leuks,fun,2716
denise,Denise,2716
zachte,soft,2715
douglas,Douglas,2715
air,air,2715
grondig,thorough,2714
bestuurder,Director,2713
vallei,valley,2713
aanvaarden,to accept,2713
heden,today,2711
hieraan,here,2711
achtervolgen,Chase,2710
database,database,2710
weddenschap,bet,2709
dc,DC,2707
australië,Australia,2707
achterlijk,retarded,2707
vereerd,honored,2707
receptie,front desk,2705
stoort,disturb,2704
jessie,Jessie,2702
holmes,holmes,2699
menu,menu,2698
opende,open,2697
klere,crek,2696
klooster,monastery,2696
oogje,eye,2695
voorstelling,presentation,2695
gestaan,stood,2695
barnes,Barnes,2694
gebeurtenis,event,2694
hoofden,heads,2693
balans,balance,2693
uitspraak,statement,2692
l,l,2691
logeren,stay,2689
schrik,fright,2688
medewerkers,staff,2688
times,times,2688
tatoeage,tattoo,2687
visioen,vision,2686
dealer,dealer,2686
nieuwste,newest,2684
dekmantel,mantle,2683
scheppen,scoop,2683
guy,Guy,2682
overtuigend,convincing,2681
specifiek,specifically,2681
stark,Stark,2681
knopen,knot,2680
day,day,2679
ranch,ranch,2678
boter,butter,2677
golven,waves,2677
belasting,tax,2676
ridder,knight,2676
tanks,tanks,2674
bezoekers,visitors,2674
waaronder,including,2674
gewoond,lived,2673
speciaals,specialty,2673
mick,mick,2671
Mayıs,Mayıs,2670
diploma,diploma,2669
liter,liter,2668
ontwikkeling,development,2667
wandeling,walk,2666
handboeien,handcuff,2666
zielige,pathetic,2665
inwoners,inhabitants,2664
out,out,2664
stoere,tough,2663
lance,lance,2663
garcia,Garcia,2662
rechterhand,right hand,2661
geluiden,noises,2661
achterdeur,back door,2661
mode,fashion,2660
afspraken,dates,2660
groepen,groups,2660
teleur,disappoint,2660
behandel,treatment,2659
banken,banks,2659
hecht,close,2658
springt,jumps,2657
rosco,rosco,2657
blonde,blonde,2657
ex-vrouw,ex-wife,2656
unieke,unique,2654
litteken,scar,2653
tapijt,carpet,2653
kunstenaar,artist,2652
flessen,bottle,2650
blond,blond,2650
systemen,systems,2649
schurk,rogue,2648
claudia,Claudia,2648
teleurstellen,disappoint,2648
sullivan,sullivan,2644
termijn,term,2643
eindigde,ended up,2643
beschrijving,description,2643
onderschat,underestimated,2641
kloten,loser,2638
slangen,snakes,2638
nader,further,2637
rent,run,2636
gebieden,areas,2635
morris,Morris,2635
alpha,Alpha,2634
publieke,public,2634
maatschappij,society,2633
opletten,NB,2633
positieve,positive,2632
vette,greasy,2631
romantische,romantic,2631
organen,organs,2631
pierre,pierre,2629
beledigen,to offend,2628
loser,loser,2628
cake,Cake,2627
bestuderen,study,2627
stort,dump,2626
stalen,steel,2626
robbie,Robbie,2626
harvard,Harvard,2626
cindy,cindy,2625
varkens,pork,2625
verberg,hidden,2624
drew,Drew,2623
spook,ghost,2622
hierop,here,2622
ezel,donkey,2621
jongeren,youngsters,2620
geïdentificeerd,identified,2618
diagnose,diagnosis,2617
geroepen,convened,2616
kijkje,look,2614
spijtig,regrettable,2614
duim,thumb,2613
vertelden,tell,2613
tientallen,tens,2612
u.,you.,2612
economie,economy,2610
weerstaan,to resist,2610
gebruikelijke,usual,2609
gigantische,gigantic,2609
finale,final,2609
kitty,Kitty,2608
gezegend,blessed,2607
directe,direct,2607
gewist,deleted,2606
beweren,to claim,2606
hechtenis,custody,2605
raadsel,puzzle,2604
langzamer,slower,2604
waardeloze,hellless,2604
spionnen,spy,2601
piper,piper,2601
stoelen,chair,2600
beschaving,civilization,2599
erna,afterwards,2599
bedriegen,to cheat,2598
foute,wrong,2598
oranje,Orange,2597
verbind,connect,2597
wijk,neighbourhood,2596
traag,slow,2596
eeuwigheid,eternity,2594
eerlijkheid,honesty,2594
woonkamer,living room,2593
hot,hot,2593
bereiden,prepare,2592
vreemdeling,stranger,2592
goedgekeurd,approved,2592
serveerster,waitress,2591
fysieke,physical,2589
dappere,brave,2589
thompson,Thompson,2589
omkleden,get changed,2589
sire,Sire,2588
haai,shark,2588
klaus,claus,2587
ademhalen,breathe,2587
zakenman,businessman,2585
geopereerd,had surgery,2585
grijze,gray,2584
daten,to date,2584
kwijtraken,lose,2584
lengte,length,2583
vereist,requires,2582
lijnen,lines,2581
houston,Houston,2581
isaac,Isaac,2580
ontwerp,design,2579
betrekken,involve,2579
ongewoon,unusual,2578
elders,elsewhere,2578
duister,fiddling,2577
bepaalt,determines,2577
zilveren,silver,2577
ondervraagd,interrogated,2576
handdoek,towel,2575
expres,deliberately,2573
luchthaven,airport,2572
coke,coke,2571
lerares,female teacher,2571
origineel,original,2570
dosis,dose,2569
e-mails,e-mails,2569
machtig,powerful,2569
voegen,add,2567
mietje,sissy,2567
gekust,kissed,2567
inhoud,contents,2566
ego,ego,2566
nare,nasty,2566
waardevol,valuable,2566
voorkant,front side,2564
hopeloos,hopeless,2564
afgemaakt,finished,2564
avondeten,supper,2563
uiterste,extreme,2563
spaanse,Spanish,2563
realiseer,realize,2563
lindsay,Lindsay,2562
blad,sheet,2562
geel,yellow,2561
bewaakt,guarded,2559
negeer,Ignore,2559
snor,Moustache,2559
eed,oath,2558
klopte,beat,2558
academie,academy,2558
afzetten,drop off,2558
gewassen,crops,2557
verlopen,expired,2556
voorouders,ancestors,2556
dreiging,threat,2555
linker,left,2554
tucker,Tucker,2554
griffin,griffin,2554
